[
Record [type=1, time=Thu Jul 06 16:52:05 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:52:08 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:52:21 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:52:34 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:52:50 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Thu Jul 06 16:53:09 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 06 16:53:12 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:53:17 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:53:41 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Thu Jul 06 16:53:42 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 06 16:53:47 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 16:53:53 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 06 16:54:16 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:54:35 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Thu Jul 06 16:54:39 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 06 16:54:45 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 16:54:50 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 06 16:55:02 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 16:55:08 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 06 16:55:09 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Thu Jul 06 17:00:18 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 17:00:32 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 06 17:00:32 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Thu Jul 06 17:36:37 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 17:37:01 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 17:37:04 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 06 17:37:05 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Fri Jul 07 22:16:37 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Fri Jul 07 22:16:40 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Fri Jul 07 22:16:40 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sun Jul 09 18:05:05 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sun Jul 09 18:05:08 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sun Jul 09 18:05:08 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Thu Jul 13 00:15:17 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 13 00:15:19 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 13 00:15:20 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Fri Jul 14 14:39:22 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Fri Jul 14 14:39:25 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Fri Jul 14 14:39:25 EDT 2017, userid=ast108, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sat Jul 08 11:24:30 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:24:37 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Sat Jul 08 11:24:52 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:26:18 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:26:31 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:26:31 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=failure], 
Record [type=1, time=Sat Jul 08 11:26:47 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:27:05 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:27:06 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=failure], 
Record [type=1, time=Sat Jul 08 11:27:23 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:27:29 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:27:30 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=failure], 
Record [type=1, time=Sat Jul 08 11:29:44 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:29:50 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:29:50 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=failure], 
Record [type=1, time=Sat Jul 08 11:36:45 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:36:57 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:36:59 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:37:05 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:37:14 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:37:19 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:37:20 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Wed Jul 12 01:49:08 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Wed Jul 12 01:49:18 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Wed Jul 12 01:49:18 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Wed Jul 12 04:59:02 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Wed Jul 12 04:59:11 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Wed Jul 12 04:59:11 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Thu Jul 20 00:23:43 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 20 00:23:50 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 20 00:23:51 EDT 2017, userid=ast111, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sat Jul 08 11:25:28 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:25:46 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Sat Jul 08 11:25:47 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:38:19 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:38:24 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:38:37 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:38:42 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:38:50 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:38:56 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:38:56 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Wed Jul 12 01:49:43 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Wed Jul 12 01:49:50 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Wed Jul 12 01:49:50 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Wed Jul 12 05:01:44 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Wed Jul 12 05:01:53 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Wed Jul 12 05:01:54 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Thu Jul 20 00:24:04 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 20 00:24:14 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 20 00:24:15 EDT 2017, userid=ast111, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sat Jul 08 11:23:00 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:23:23 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Sat Jul 08 11:23:52 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:31:24 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:31:33 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Sat Jul 08 11:31:47 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:31:50 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:31:54 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:32:11 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:32:18 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:32:18 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=failure], 
Record [type=1, time=Sat Jul 08 11:32:25 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:32:35 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:32:36 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=failure], 
Record [type=1, time=Sat Jul 08 11:32:53 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:33:01 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Sat Jul 08 11:33:04 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:33:11 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:33:15 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:33:24 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:33:28 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:33:29 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=failure], 
Record [type=1, time=Sat Jul 08 11:33:55 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:33:59 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:34:00 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=failure], 
Record [type=1, time=Sat Jul 08 11:34:55 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:34:59 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:35:03 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:35:07 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:35:21 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:35:25 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:35:26 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Wed Jul 12 01:50:06 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Wed Jul 12 01:50:11 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Wed Jul 12 01:50:12 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Wed Jul 12 05:06:30 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Wed Jul 12 05:09:14 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Wed Jul 12 05:09:15 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Thu Jul 20 00:24:25 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Thu Jul 20 00:24:32 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Thu Jul 20 00:24:33 EDT 2017, userid=ast111, site=wvacation, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sat Jul 08 11:34:27 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:34:36 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Sat Jul 08 11:34:44 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:34:47 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:34:53 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:35:00 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:35:05 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:35:06 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sun Jul 09 23:07:22 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sun Jul 09 23:07:29 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sun Jul 09 23:07:29 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Tue Jul 11 00:13:58 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Tue Jul 11 00:14:05 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Tue Jul 11 00:14:05 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Fri Jul 14 13:39:29 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Fri Jul 14 13:39:36 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Fri Jul 14 13:39:36 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sat Jul 15 22:07:23 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 15 22:07:29 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 15 22:07:29 EDT 2017, userid=ast112, site=studentlife, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sat Jul 08 11:38:42 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:38:57 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Sat Jul 08 11:39:06 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:39:11 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:39:16 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:39:23 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:39:29 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:39:30 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sun Jul 09 23:09:38 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sun Jul 09 23:09:44 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sun Jul 09 23:09:44 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Tue Jul 11 00:15:16 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Tue Jul 11 00:15:23 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Tue Jul 11 00:15:23 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Fri Jul 14 13:41:10 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Fri Jul 14 13:41:16 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Fri Jul 14 13:41:17 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sat Jul 15 22:06:30 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 15 22:06:37 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 15 22:06:37 EDT 2017, userid=ast112, site=voteforyou, scheme=testtextrandom, mode=az09-4, event=login, data=success], 
Record [type=1, time=Sat Jul 08 11:30:12 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:30:36 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:30:50 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=start], 
Record [type=1, time=Sat Jul 08 11:31:22 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=help], 
Record [type=1, time=Sat Jul 08 11:31:43 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=pwtest], 
Record [type=1, time=Sat Jul 08 11:31:51 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=help], 
Record [type=1, time=Sat Jul 08 11:32:00 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=create, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:32:04 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
Record [type=1, time=Sat Jul 08 11:32:10 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=passwordSubmitted], 
Record [type=1, time=Sat Jul 08 11:32:29 EDT 2017, userid=ast112, site=wvacation, scheme=testtextrandom, mode=az09-4, event=enter, data=start], 
